2018-06-09T14:06:13.210Z,19.4118328,-155.2920074,0.63,2.81,ml,47,27,0.009126,0.27,hv70253197,"6km WSW of Volcano, Hawaii",0.19,3.15,33,hv
2018-06-09T13:59:41.010Z,36.7548,-98.0765,5,4.4,mwr,,49,0.118,0.19,us1000em4c,"25km E of Cherokee, Oklahoma",1.5,0.03,107,us
2018-06-09T13:58:48.250Z,19.4064999,-155.2661591,0.38,2.77,ml,35,27,0.008127,0.29,hv70253162,"4km SW of Volcano, Hawaii",0.25,0.43,18,hv
2018-06-09T13:55:23.760Z,19.4181671,-155.2794952,1.37,3.29,ml,52,25,0.004372,0.21,hv70253157,"4km WSW of Volcano, Hawaii",0.15,3.05,35,hv
2018-06-09T13:53:54.310Z,19.3878326,-155.2825012,0.64,2.96,ml,21,65,0.001492,0.24,hv70253152,"6km SW of Volcano, Hawaii",0.27,0.34,11,hv
2018-06-09T13:50:52.600Z,19.4204998,-155.2791595,2,2.68,ml,12,78,0.004492,0.27,hv70253137,"4km WSW of Volcano, Hawaii",0.63,0.35,10,hv
2018-06-09T13:49:55.880Z,19.3798332,-155.2436676,6.29,2.45,ml,8,150,0.02042,0.08,hv70253127,"5km S of Volcano, Hawaii",0.62,0.53,17,hv
2018-06-09T13:48:21.120Z,19.373333,-155.2969971,-1.07,2.46,ml,19,93,0.01682,0.36,hv70253117,"8km SW of Volcano, Hawaii",0.39,0.35,13,hv
2018-06-09T13:40:45.590Z,19.4286671,-155.2684937,-0.41,2.68,ml,16,217,0.001757,0.24,hv70253102,"3km W of Volcano, Hawaii",0.23,0.39,13,hv
2018-06-09T13:38:30.350Z,19.4096661,-155.2628326,0.66,2.47,ml,35,36,0.003685,0.3,hv70253097,"3km SW of Volcano, Hawaii",0.24,0.37,19,hv
2018-06-09T13:32:29.110Z,19.4121666,-155.2863312,0.33,2.7,ml,49,20,0.005859,0.25,hv70253082,"5km WSW of Volcano, Hawaii",0.16,2.56,27,hv
2018-06-09T13:31:57.720Z,19.3751659,-155.2976685,2.37,2.66,ml,7,124,0.01516,0.22,hv70253077,"8km SW of Volcano, Hawaii",1.44,2.63,27,hv
2018-06-09T13:31:40.940Z,19.4403324,-155.2121735,2.19,2.58,ml,8,310,0.04913,0.17,hv70253072,"2km ENE of Volcano, Hawaii",4.66,0.33,8,hv
2018-06-09T13:28:42.660Z,19.4241657,-155.277832,1.19,2.53,ml,38,32,0.0006365,0.19,hv70253067,"4km W of Volcano, Hawaii",0.15,0.37,16,hv
2018-06-09T13:28:15.440Z,19.4196663,-155.2836609,-0.57,2.57,ml,6,128,0.002036,0.05,hv70253062,"4km WSW of Volcano, Hawaii",0.84,0.42,18,hv
2018-06-09T13:18:13.700Z,19.3959999,-155.2641602,-0.3,3.12,ml,54,36,0.002845,0.32,hv70253032,"4km SW of Volcano, Hawaii",0.25,3.32,37,hv
2018-06-09T13:16:50.480Z,19.4034996,-155.2686615,0.53,2.59,ml,24,51,0.005789,0.34,hv70253022,"4km SW of Volcano, Hawaii",0.35,0.42,13,hv
2018-06-09T13:15:22.850Z,19.5321674,-155.2261658,3.04,2.82,ml,12,245,0.08535,0.26,hv70253017,"11km N of Volcano, Hawaii",5.65,0.43,12,hv
2018-06-09T13:02:00.700Z,19.4091663,-155.2714996,0.28,2.79,ml,34,41,0.01135,0.29,hv70252967,"4km SW of Volcano, Hawaii",0.22,2.18,20,hv
2018-06-09T13:00:10.820Z,19.3994999,-155.2758331,0.57,2.76,ml,32,40,0.004601,0.21,hv70252962,"5km SW of Volcano, Hawaii",0.16,0.37,18,hv
2018-06-09T12:56:34.350Z,19.430666,-155.3011627,-0.51,2.5,ml,14,67,0.01349,0.19,hv70252957,"6km W of Volcano, Hawaii",0.42,0.56,4,hv
2018-06-09T12:55:05.170Z,19.4103336,-155.2636719,0.59,2.48,ml,33,33,0.003984,0.21,hv70252952,"3km SW of Volcano, Hawaii",0.17,2.1,22,hv
2018-06-09T12:53:11.770Z,19.4146671,-155.295166,0.21,2.79,ml,22,83,0.007322,0.19,hv70252942,"6km WSW of Volcano, Hawaii",0.22,0.32,10,hv
2018-06-09T12:52:39.030Z,19.4039993,-155.2666626,1.23,2.71,ml,18,56,0.005758,0.22,hv70252937,"4km SW of Volcano, Hawaii",0.33,0.44,16,hv
2018-06-09T12:50:07.200Z,19.423666,-155.2746735,1.8,2.47,ml,18,60,0.002953,0.14,hv70252927,"3km WSW of Volcano, Hawaii",0.26,0.25,6,hv
2018-06-09T12:49:52.360Z,19.4243336,-155.2975006,0.42,2.58,ml,12,80,0.006853,0.31,hv70252922,"6km W of Volcano, Hawaii",0.55,0.32,8,hv
2018-06-09T12:45:42.540Z,19.4001675,-155.2863312,0.7,2.56,ml,13,171,0.01243,0.16,hv70252912,"6km SW of Volcano, Hawaii",0.25,0.32,8,hv
2018-06-09T12:09:34.940Z,19.3969994,-155.2793274,0.6,2.83,ml,28,72,0.005606,0.15,hv70252787,"5km SW of Volcano, Hawaii",0.19,0.38,13,hv
2018-06-09T12:08:59.430Z,19.4113331,-155.2986603,-0.11,2.77,ml,9,147,0.01192,0.15,hv70252782,"6km WSW of Volcano, Hawaii",0.31,0.45,12,hv
2018-06-09T12:06:02.790Z,19.4363327,-155.2928314,-0.84,2.83,ml,31,59,0.01536,0.37,hv70252777,"5km W of Volcano, Hawaii",0.31,2.94,21,hv
2018-06-09T12:05:44.820Z,19.3928337,-155.2768402,0.58,2.73,ml,16,95,0.003932,0.16,hv70252772,"5km SW of Volcano, Hawaii",0.2,3.03,28,hv
2018-06-09T12:05:31.790Z,19.3878326,-155.2799988,0.81,2.78,ml,21,60,0.002073,0.18,hv70252767,"6km SW of Volcano, Hawaii",0.18,2.68,26,hv
2018-06-09T12:03:49.170Z,19.4133339,-155.2818298,0.12,2.59,ml,26,38,0.004808,0.27,hv70252762,"5km WSW of Volcano, Hawaii",0.17,0.36,14,hv
2018-06-09T12:03:13.020Z,19.3921661,-155.2684937,0.61,2.66,ml,24,53,0.005811,0.23,hv70252757,"5km SW of Volcano, Hawaii",0.21,0.55,18,hv
2018-06-09T12:00:43.480Z,19.3991661,-155.276001,1.61,2.52,ml,30,44,0.004385,0.15,hv70252747,"5km SW of Volcano, Hawaii",0.18,0.39,19,hv
2018-06-09T12:00:35.760Z,19.3999996,-155.2838287,-1.08,2.52,ml,7,198,0.01066,0.15,hv70252742,"5km SW of Volcano, Hawaii",0.69,0.38,17,hv
2018-06-09T11:47:53.830Z,19.4021664,-155.2688293,0.52,2.64,ml,21,56,0.004713,0.38,hv70252702,"4km SW of Volcano, Hawaii",0.55,3.02,9,hv
2018-06-09T11:47:37.840Z,19.3999996,-155.2711639,0.48,2.51,ml,23,57,0.00515,0.12,hv70252697,"4km SW of Volcano, Hawaii",0.2,2.24,16,hv
2018-06-09T11:40:29.880Z,19.4326668,-155.3091736,-1.16,2.46,ml,9,110,0.0206,0.37,hv70252677,"7km W of Volcano, Hawaii",0.88,0.36,12,hv
2018-06-09T11:39:43.540Z,19.3123341,-155.1901703,3.59,2.7,ml,12,113,0.04492,0.18,hv70252672,"14km SSE of Volcano, Hawaii",2.24,0.47,3,hv
2018-06-09T11:28:32.190Z,19.383667,-155.2640076,0.11,2.53,ml,18,58,0.01213,0.28,hv70252637,"5km SSW of Volcano, Hawaii",0.25,2.45,15,hv
2018-06-09T11:27:52.830Z,19.4171658,-155.2669983,0.8,2.49,ml,17,69,0.008173,0.29,hv70252632,"3km WSW of Volcano, Hawaii",0.25,0.33,10,hv
2018-06-09T11:27:06.120Z,19.2761669,-155.3444977,1.13,2.99,ml,14,299,0.1219,0.36,hv70252622,"16km ENE of Pahala, Hawaii",4.88,0.54,13,hv
2018-06-09T11:20:32.930Z,19.4066658,-155.2656708,0.4,3.34,ml,46,28,0.00768,0.21,hv70252607,"3km SW of Volcano, Hawaii",0.13,3.18,31,hv
2018-06-09T11:16:34.910Z,19.4178333,-155.2861633,-0.34,3.63,ml,54,34,0.001958,0.28,hv70252597,"5km WSW of Volcano, Hawaii",0.13,3.68,33,hv
2018-06-09T11:16:24.270Z,19.3845005,-155.2700043,-0.49,3.62,ml,31,46,0.01124,0.28,hv70252592,"6km SSW of Volcano, Hawaii",0.22,3.7,33,hv
2018-06-09T11:14:42.020Z,19.3980007,-155.2803345,0.48,2.71,ml,29,52,0.006838,0.2,hv70252587,"5km SW of Volcano, Hawaii",0.25,0.44,21,hv
2018-06-09T11:13:20.630Z,19.4208336,-155.2718353,1.02,2.81,ml,32,40,0.006684,0.17,hv70252582,"3km WSW of Volcano, Hawaii",0.13,3.16,9,hv
2018-06-09T11:13:05.330Z,19.3956661,-155.2893372,1.12,2.6,ml,13,76,0.007146,0.18,hv70252577,"6km SW of Volcano, Hawaii",0.31,0.53,14,hv
2018-06-09T11:11:12.290Z,18.568,-67.0796,81,2.76,md,6,276,0.3923,0.27,pr2018160005,"8km NNE of San Antonio, Puerto Rico",2,0.03,5,pr
2018-06-09T11:05:09.180Z,19.4239998,-155.0310059,-0.68,2.76,ml,24,167,0.02683,0.39,hv70252552,"11km SSE of Fern Acres, Hawaii",0.47,0.21,6,hv
2018-06-09T11:01:34.400Z,19.4034996,-155.2641602,0.47,2.56,ml,25,69,0.00552,0.17,hv70252537,"4km SW of Volcano, Hawaii",0.19,0.51,16,hv
2018-06-09T10:55:41.330Z,19.428833,-155.2851715,0.1,2.57,ml,16,80,0.008229,0.19,hv70252522,"4km W of Volcano, Hawaii",0.18,0.35,14,hv
2018-06-09T10:55:22.640Z,19.4198341,-155.2636719,1.93,2.56,ml,13,77,0.004099,0.13,hv70252517,"2km WSW of Volcano, Hawaii",0.25,0.43,11,hv
2018-06-09T10:51:03.771Z,61.367,-150.7731,47.7,3,ml,,,,0.66,ak19737103,"46km WSW of Big Lake, Alaska",0.5,,,ak
2018-06-09T10:50:33.490Z,19.3996658,-155.2664948,0.17,2.47,ml,15,66,0.001482,0.12,hv70252497,"4km SW of Volcano, Hawaii",0.19,0.51,14,hv
2018-06-09T10:46:35.050Z,48.417,-124.647,35.91,2.68,ml,20,142,0.0603,0.31,uw61383747,"5km W of Neah Bay, Washington",0.84,0.204,23,uw
2018-06-09T10:39:51.660Z,19.4121666,-155.2613373,0.77,2.53,ml,36,54,0.001381,0.24,hv70252462,"3km SW of Volcano, Hawaii",0.18,0.33,19,hv
2018-06-09T10:39:30.380Z,19.3988342,-155.2565002,-0.31,2.53,ml,15,102,0.01356,0.3,hv70252457,"4km SSW of Volcano, Hawaii",0.53,0.51,21,hv
2018-06-09T10:32:05.850Z,19.4120007,-155.2868347,0.5,2.45,ml,37,24,0.006196,0.2,hv70252432,"5km WSW of Volcano, Hawaii",0.26,0.41,15,hv
2018-06-09T10:30:07.320Z,19.3983326,-155.2655029,0.15,2.56,ml,27,55,0.0005075,0.18,hv70252427,"4km SW of Volcano, Hawaii",0.18,0.48,13,hv
2018-06-09T10:29:23.110Z,40.6739998,-125.5606689,2.16,3.6,ml,61,252,0.9526,0.29,nc73027746,"110km W of Ferndale, CA",24.92,0.163,10,nc
2018-06-09T10:25:56.740Z,19.4038334,-155.2583313,-0.32,2.96,ml,15,70,0.008339,0.17,hv70252412,"3km SW of Volcano, Hawaii",0.27,0.42,11,hv
2018-06-09T10:22:57.270Z,19.4133339,-155.279007,1.19,3.31,ml,51,31,0.006451,0.22,hv70252402,"4km WSW of Volcano, Hawaii",0.15,3.11,33,hv
2018-06-09T10:22:00.730Z,19.4028339,-155.2785034,1.19,2.56,ml,17,130,0.00873,0.3,hv70252392,"5km SW of Volcano, Hawaii",0.36,0.33,6,hv
2018-06-09T10:19:58.380Z,19.4021664,-155.2628326,-0.43,2.51,ml,9,220,0.02531,0.19,hv70252387,"4km SW of Volcano, Hawaii",0.36,0.41,10,hv
2018-06-09T10:18:45.920Z,19.4015007,-155.2579956,0.42,2.61,ml,18,68,0.008249,0.2,hv70252377,"3km SSW of Volcano, Hawaii",0.19,2.12,22,hv
2018-06-09T10:18:22.470Z,19.5990009,-155.7879944,-0.32,2.93,md,9,259,0.4375,0.08,hv70252372,"16km ENE of Honalo, Hawaii",1.78,0.76,7,hv
2018-06-09T10:17:42.000Z,19.4213333,-155.2856598,0.46,2.6,ml,10,81,0.002369,0.07,hv70252367,"5km WSW of Volcano, Hawaii",0.19,0.1,4,hv
2018-06-09T10:14:34.720Z,19.4634991,-155.3439941,15.05,3.85,ml,17,296,0.08702,0.37,hv70252352,"11km WNW of Volcano, Hawaii",4.59,2.27,21,hv
2018-06-09T10:07:47.450Z,19.4120007,-155.2881622,0.73,2.47,ml,16,72,0.006815,0.23,hv70252322,"5km WSW of Volcano, Hawaii",0.23,0.31,11,hv
2018-06-09T10:00:18.060Z,19.3928337,-155.2623291,-0.14,2.54,ml,23,57,0.006416,0.21,hv70252307,"4km SSW of Volcano, Hawaii",0.18,0.43,18,hv
2018-06-09T09:58:44.210Z,19.4188328,-155.2763367,1.27,2.54,ml,42,39,0.006012,0.17,hv70252302,"4km WSW of Volcano, Hawaii",0.16,0.39,20,hv
2018-06-09T09:53:24.100Z,19.4146671,-155.2806702,0.1,2.79,ml,24,36,0.004397,0.3,hv70252282,"4km WSW of Volcano, Hawaii",0.2,0.17,7,hv
2018-06-09T09:53:14.440Z,19.4198341,-155.2726593,0.81,2.54,ml,23,41,0.006753,0.11,hv70252277,"3km WSW of Volcano, Hawaii",0.17,0.37,17,hv
2018-06-09T09:37:41.900Z,19.4213333,-155.2733307,0.65,2.98,ml,15,88,0.005265,0.18,hv70252232,"3km WSW of Volcano, Hawaii",0.18,0.27,9,hv
2018-06-09T09:37:15.590Z,19.3983326,-155.277832,0.76,2.74,ml,14,151,0.004933,0.14,hv70252227,"5km SW of Volcano, Hawaii",0.23,0.49,17,hv
2018-06-09T09:35:55.250Z,19.4134998,-155.2799988,1.12,2.58,ml,43,31,0.005666,0.31,hv70252222,"4km WSW of Volcano, Hawaii",0.17,2.54,27,hv
2018-06-09T09:35:34.820Z,19.4008331,-155.2891693,-0.28,2.63,ml,9,126,0.01741,0.13,hv70252212,"6km WSW of Volcano, Hawaii",1.11,1.96,25,hv
2018-06-09T09:35:26.030Z,19.4015007,-154.9861603,4.74,2.99,ml,23,177,0.03631,0.26,hv70252217,"10km SW of Leilani Estates, Hawaii",0.98,1.96,28,hv
2018-06-09T09:30:19.420Z,19.4233341,-155.2831726,0.52,2.64,ml,11,75,0.005422,0.1,hv70252192,"4km W of Volcano, Hawaii",0.14,0.23,3,hv
2018-06-09T09:29:30.900Z,19.4031658,-155.2415009,0.22,2.5,ml,16,138,0.01948,0.2,hv70252182,"3km S of Volcano, Hawaii",0.43,0.38,11,hv
2018-06-09T09:26:31.630Z,19.4095001,-155.2631683,0.65,2.45,ml,23,50,0.004034,0.24,hv70252172,"3km SW of Volcano, Hawaii",0.2,0.36,14,hv
2018-06-09T09:15:58.070Z,19.4183331,-155.2664948,0.57,2.49,ml,27,57,0.007027,0.23,hv70252142,"3km WSW of Volcano, Hawaii",0.22,0.4,14,hv
2018-06-09T09:12:47.340Z,18.749,-67.403,9,2.69,md,6,323,0.4055,0.29,pr2018160004,"42km NW of San Antonio, Puerto Rico",1.17,0.24,6,pr
2018-06-09T09:08:25.730Z,19.3978329,-155.261673,0.25,2.52,ml,15,94,0.004135,0.12,hv70252107,"4km SW of Volcano, Hawaii",0.28,0.37,10,hv
2018-06-09T08:58:20.230Z,19.4290009,-155.3016663,-0.75,2.48,ml,21,69,0.01273,0.24,hv70252072,"6km W of Volcano, Hawaii",0.42,0.39,13,hv
2018-06-09T08:45:48.780Z,19.4113331,-155.2781677,0.98,2.82,ml,34,35,0.008424,0.15,hv70252022,"4km WSW of Volcano, Hawaii",0.12,0.37,15,hv
2018-06-09T08:41:15.670Z,19.401,-155.2695,0.59,3.25,ml,33,50,0.006832,0.09,hv70252012,"5km SW of Volcano, Hawaii",0.2,0.194,43,hv
2018-06-09T08:38:17.010Z,19.4083333,-155.2716667,0.62,2.77,ml,29,53,0.01136,0.09,hv70252007,"4km SW of Volcano, Hawaii",0.15,0.188,14,hv
2018-06-09T08:37:46.570Z,19.434,-155.2935028,-1.12,2.87,ml,10,88,0.01315,0.28,hv70252002,"5km W of Volcano, Hawaii",0.8,0.37,12,hv
2018-06-09T08:28:01.310Z,-9.8007,154.8532,10,5.1,mww,,50,5.036,0.57,us1000elx6,"248km ESE of Kulumadau, Papua New Guinea",1.9,0.073,18,us
2018-06-09T08:24:38.640Z,19.3928337,-155.3045044,1.32,2.45,ml,8,90,0.01031,0.17,hv70251952,"8km WSW of Volcano, Hawaii",0.41,0.35,14,hv
2018-06-09T08:12:14.580Z,19.4319992,-155.2883301,-0.84,2.68,ml,9,87,0.01129,0.17,hv70251932,"5km W of Volcano, Hawaii",0.77,0.33,8,hv
2018-06-09T08:11:44.520Z,19.4039993,-155.2626648,0.78,2.58,ml,24,57,0.00655,0.16,hv70251922,"3km SW of Volcano, Hawaii",0.15,0.59,11,hv
2018-06-09T08:09:53.884Z,60.4127,-151.4886,58.9,3,ml,,,,0.63,ak19737065,"10km W of Kalifornsky, Alaska",0.5,,,ak
2018-06-09T08:09:00.790Z,19.4168339,-155.2220001,4.1,2.52,ml,8,320,0.03727,0.07,hv70251912,"2km SE of Volcano, Hawaii",2.85,0.24,7,hv
2018-06-09T07:57:31.540Z,19.3991661,-155.2713318,0.39,2.61,ml,25,52,0.004363,0.17,hv70251867,"4km SW of Volcano, Hawaii",0.18,0.34,12,hv
2018-06-09T07:53:12.330Z,19.3973331,-155.2666626,0.36,2.5,ml,30,52,0.001082,0.33,hv70251852,"4km SW of Volcano, Hawaii",0.33,0.53,15,hv
2018-06-09T07:47:38.130Z,19.4153328,-155.2689972,1.89,2.79,ml,15,81,0.009194,0.12,hv70251832,"3km WSW of Volcano, Hawaii",0.37,0.23,10,hv
2018-06-09T07:44:37.250Z,19.3918343,-155.2696686,1.03,2.49,ml,13,68,0.005141,0.12,hv70251822,"5km SW of Volcano, Hawaii",0.33,0.33,10,hv
2018-06-09T07:37:36.810Z,19.4025002,-155.2811737,1.02,3.88,ml,58,31,0.01004,0.28,hv70251812,"5km SW of Volcano, Hawaii",0.15,3.73,36,hv
2018-06-09T07:37:04.880Z,19.4058342,-155.2640076,-0.05,3.76,ml,16,58,0.01736,0.19,hv70251807,"3km SW of Volcano, Hawaii",0.29,3.79,36,hv
2018-06-09T07:37:04.130Z,19.4029999,-155.2649994,-0.05,3.74,ml,35,53,0.004832,0.26,hv70251802,"4km SW of Volcano, Hawaii",0.24,3.79,36,hv
2018-06-09T07:36:59.510Z,19.4349995,-155.2968292,-1.14,3.64,ml,19,93,0.01494,0.28,hv70251797,"6km W of Volcano, Hawaii",0.24,3.69,34,hv
2018-06-09T07:15:13.090Z,19.3899994,-155.2688293,0.64,2.7,ml,18,61,0.007012,0.19,hv70251737,"5km SW of Volcano, Hawaii",0.23,0.4,11,hv
2018-06-09T07:12:22.340Z,19.4251671,-155.2738342,1.23,3.3,ml,54,35,0.00356,0.26,hv70251732,"3km W of Volcano, Hawaii",0.18,3.14,33,hv
2018-06-09T07:03:57.500Z,19.4013329,-155.2684937,0.67,2.59,ml,15,81,0.003854,0.32,hv70251712,"4km SW of Volcano, Hawaii",0.37,0.22,9,hv
2018-06-09T07:03:26.780Z,19.3966675,-155.2766724,1.27,2.54,ml,16,111,0.003138,0.24,hv70251707,"5km SW of Volcano, Hawaii",0.21,0.33,14,hv
2018-06-09T07:02:42.760Z,19.4348335,-155.2920074,-0.76,2.52,ml,20,65,0.01381,0.31,hv70251702,"5km W of Volcano, Hawaii",0.48,0.39,10,hv
2018-06-09T06:22:01.950Z,19.4143333,-155.2745056,0.36,2.74,ml,30,38,0.009639,0.36,hv70251577,"4km WSW of Volcano, Hawaii",0.21,0.35,15,hv
2018-06-09T06:20:58.230Z,19.4095001,-155.272171,0.79,2.68,ml,25,39,0.01189,0.15,hv70251572,"4km WSW of Volcano, Hawaii",0.17,0.31,13,hv
2018-06-09T06:18:07.940Z,19.4103,-155.277,1.24,3.3,ml,,27,0.01,0.42,us1000elus,"4km WSW of Volcano, Hawaii",3.5,3.12,33,hv
2018-06-09T06:18:07.640Z,19.4118333,-155.2688333,0.8,2.77,ml,34,51,0.008457,0.08,hv70251562,"3km WSW of Volcano, Hawaii",0.12,0.158,44,hv
2018-06-09T06:14:09.970Z,19.4405003,-155.2969971,-1.18,2.75,ml,19,49,0.02019,0.23,hv70251547,"6km W of Volcano, Hawaii",0.43,0.35,11,hv
2018-06-09T06:07:31.070Z,19.3761673,-155.2570038,1.85,2.71,ml,9,73,0.01569,0.08,hv70251517,"6km SSW of Volcano, Hawaii",0.41,0.5,13,hv
2018-06-09T06:07:29.820Z,19.3840008,-155.2550049,1.36,2.63,ml,19,80,0.003797,0.21,hv70251512,"5km SSW of Volcano, Hawaii",0.25,0.47,14,hv
